-8,05446229051648
-0,5161295917117883
-1,4391500180904018
-7,850731508177285
5,662000862084447
5,704254992407991
-2,937165031359159
9,284730206880607
-7,523520230645047
2,0861474844528267
7,409987324859394
9,290998695137613
3,074728383063185
8,52602907587973
1,1964690663336484
-0,9124775876613924
-5,87345123523159
-3,8758470199982558
7,92370825555923
-2,8014699240275043
-3,06021455854726
-2,86107392426554
-0,15874979697348834
5,530188237907765
1,8873908654349396
-9,625289209981187
4,690866493814642
4,228815783805235
-4,1948767138411736
2,997562302951371
5,093254859474701
-4,825149411435308
-1,3421455562332145
-7,045101830577584
-0,5060569180053989
-1,6372186260260317
-7,4533176135267
-6,130112078131951
6,333062211428615
-2,676907108928779
2,7706168232614665
-7,437541700613055
8,754925342659881
-2,057784327518153
-2,7683995726515986
5,771811461489833
-8,264727451276098
0,547368342573467
2,0266270386539347
9,858358182610882
-0,8229812448384237
-7,472083971201906
3,221448488171255
2,9405518678339675
-6,482551269274199
4,9106300164214325
-2,1533351365756577
-0,6298634666691534
-8,676663825747193
-1,0332555792949627
0,803365650074328
3,949776228796182
8,690152440307607
8,178286043825025
4,686399190617486
-9,100467492678398
-9,189553567556128
9,049597031156889
-9,866829276985838
-9,323647006015687
-8,874788655228201
0,8072905086137556
-9,100452036374971
-9,339138317675388
-6,969803297419137
-7,19053189475102
0,4871064781045149
-8,533934260426166
-6,987306190237859
0,6702354334675871
0,34473490702021437
-1,9244762126302906
6,686921998585625
9,448473915347808
5,790578073596544
0,8016747117051342
-4,356160324568075
0,7827743220521164
6,974435025802826
5,384814289348135
-7,11271163181205
-7,323699902955525
-5,512733994115049
2,246017703527519
-0,09405515142284493
-5,99577139063679
-9,32720397867194
1,2973791891109965
-2,6234818157965485
0,09985751214656702
7,346431905172722
-4,0410518776225635
-1,1598210833720746
-9,883645425141179
5,941624756050549
1,8607773435506942
3,786158043233165
-7,307674563080482
7,119566884301214
-2,437880161789085
-7,051996879710456
7,718311214358355
-6,47977526549875
-0,3272253384257322
-4,299213110109161
-8,573083930166883
-1,5630142708002417
9,921112368193722
-7,914092391505408
-6,626123892797546
1,7853255238198429
5,480333043917625
2,177015524999703
4,936510118050366
-1,1202165293699125
9,34962166908452
-7,839100644360364
-7,198727117307548
-8,898153192811545
1,703775764627629
8,77378021971041
9,35760718525355
5,673591013582573
9,153176663123904
4,257350536418228
9,806271761245057
-6,338395377047492
8,590260025788364
4,89854628724726
2,440008771839409
3,504476808968626
8,539518536876635
4,635835945610843
-3,0283441409086187
9,94884948497113
6,702247853207137
-8,251330564151251
-6,543629954781833
-2,8961405870682544
8,874597315692608
0,17424124129548524
-0,49973083501551585
-4,997742463433927
-8,897587650781817
2,0642987606405185
7,220518798983356
8,681966429184442
-1,2432827381821312
8,142012944274356
8,604670924476153
9,224463654204957
-7,683838798378451
4,85812194695103
-2,9857551837426266
-4,899866556768204
-1,0454456895550877
0,5288770839613974
1,154969389735843
-0,32420618877217144
-8,597138662413057
1,3470821209916153
-9,577373717393087
-6,440937913793308
-7,009052526807505
-4,959910672143835
-8,521142041146295
0,10408597117536722
1,5160794755000317
5,017470635001855
-3,700040087233023
-6,313537750451719
-2,3228847900795957
-0,7068791444189397
7,928284263677213
8,199709229452058
2,3656312668509685
-2,8966886282192057
9,678484309771914
-7,035351664018908
6,257054856581934
-1,7623741380257094
3,629832218822827
3,8736850577986814
-2,435974155027443
-1,3912308830498645
-3,8594732490305255
5,767703385771503
-5,831166199951521
3,0656009445154417
-8,979156928607301
-8,299918052737983
7,082098189980073
1,6690638924313141
2,0967384924751364
-0,7692931112047514
5,674000026467915
7,1396535289645975
6,63621882155336
9,6174788161333
-7,75578753272729
-7,533402267199518
-1,2701721376661457
0,9093230127347667
-9,376950560247753
-6,570258098843372
2,627238856905965
9,761325082269863
1,362643038506409
-4,33045538730086
-4,864262958462378
8,159107158751592
8,529193267989935
-8,407346802090975
6,431848865068666
-4,679936184989561
-7,074840225558878
0,9836730966902465
-7,160498010357321
-9,609712118025591
5,691769128352842
-3,0466436740057645
-3,9992660309290002
-1,0772076390704157
-1,3515745186984969
9,759094893605461
-9,906836981045114
2,7326613410339817
8,885422811353848
5,637997261183836
-4,215993664703972
1,6074387189692292
-1,1124156277906483
6,853455766483847
2,683398107131021
-7,3112639110763
-3,3457854886366807
-6,008417130601458
4,067860870370865
-0,8610601542637397
-6,50925340656692
4,6770773374226575
6,616578780913358
-2,0696070794916004
9,283621745959131
7,480911858526007
-5,778421922603809
-3,07373874862241
-9,607649320930516
-1,014184299683036
7,012689274941305
-3,3026055223633204
1,4399854167800825
0,8709285269962397
-2,41713001043564
-7,28869662844327
-2,2965367946368325
9,121653097977617
-5,426224118511844
-9,38784573995944
1,6851761290111007
-0,6669333904218817
-0,2989086368880116
-9,153919903567289
-0,5089021448346962
9,27560798712857
-8,650290853346263
0,45361579367158456
-3,76468291571957
-4,60201020677353
-8,053190842327094
-1,6160751307102075
-7,249975600587946
-3,7164273096844376
2,756640078940986
5,353646876323346
3,554407526220656
-7,807142865762147
2,7240495465452135
-2,604345550173206
-1,1195716464527887
-5,6840406508237145
0,29949321467297274
8,255286562193792
-0,6750477093454261
-7,467523834751557
5,166530467014461
-0,7054008016173281
1,9726639789344684
2,696669036472363
-6,1902523291276985
-6,862527490164951
