-7,967217450144146
2,042278759633117
1,7906746140115732
4,226153472092673
-3,1009766518654924
4,119393484247491
1,643886338002421
5,194348719364022
6,640383379421824
7,695666410342515
-4,670379069110533
-4,353269308060364
-8,753806983755405
-5,254586417228806
-4,9462708368065345
0,23910263074086124
6,272489534574007
2,847061364090912
-7,8180653362262404
-2,7721960150407154
5,463963025277501
-2,9161055565362037
7,507239050621276
7,058923038114877
1,338959325105609
-0,6539554630487139
-3,3281533065008713
8,214288634868712
-1,0148849360002892
1,324319371492015
1,5014959453935983
7,65149645352156
-8,870455884977442
1,271537018175712
4,9134597335550225
3,327626327562305
-8,739187840580627
2,3170030083956483
-3,5081284590154738
7,747254830909746
-5,374547923657866
9,268822219286175
8,858995504732118
4,894796100172554
1,9235813642363553
-6,956539706783653
7,963136640206628
0,6123168417525235
-4,368062441108506
-2,0187012475666304
-3,9413571689535765
4,87826472715418
2,6321306235768116
4,511169541642431
1,2311898696261494
4,788694862703739
8,728384322501018
9,268495850090723
-3,2829444478889735
-2,503392057027689
-7,264612440185458
6,931506465878591
7,919991271943513
2,780649163509457
1,461128257031799
-5,347021094117248
-2,1860334360664657
9,08980961672092
3,0195182394656594
-1,8192931728126975
9,07559154531095
2,044621181443345
