-7,091453072299454
4,347278313320029
4,124360104498896
9,073957453812685
-2,353973618691583
7,52713049951846
-1,5653459224020594
0,2755793885133073
-3,9795829068970834
-0,18048366676140049
5,143785650825819
-5,864933505154428
9,226335031736404
-9,120396412974186
-2,716625138485247
1,6538695984249294
-2,944654123188384
-6,981054400236748
-6,11004591604178
-1,1769359501225622
-8,201888590888839
-7,077477307147369
4,799076343040811
-0,5726636499091331
8,110075514570703
5,929879237224821
2,464817442747812
9,857869514885252
-9,54722421782513
0,6261812705837588
-8,27448480506338
6,575660063549396
7,049158951337223
-5,345851663145728
-6,840232029826057
-2,4211702978382954
-6,838944894394401
-5,833408763258654
-6,723509814921041
8,761877901989795
-5,186891725394112
1,6087849732111348
-2,3167816695182903
9,579375656675822
-3,0419194523070896
-1,3222783736883326
-9,722662734951806
-1,3484083124808794
-0,417646344533102
5,6138577265987095
7,055477884467173
8,99723670892405
5,2420543606976455
5,374957441779083
-9,45339077646681
4,851104909393182
4,250269450335233
4,13178975649333
-6,062513922622223
9,23768713998038
-5,058622582467214
-4,443061001744651
5,858180777073967
2,1528980435243312
-0,4174489732706803
3,1438664431525183
-9,213196908643342
8,821162937350365
-6,982220569817312
8,86992533322373
9,200639587949048
4,091450809590585
2,5051046045105707
-3,1902006193531385
-2,421608296507147
-0,7495745456593212
-1,1322347386534055
-7,058894375434665
-6,754055276363111
7,648584839621421
-5,73093409488779
6,86798021887374
-2,099121147985299
3,779682836576919
-1,6614963500379165
-2,6441193080195298
0,7046303669297931
-8,863042920139538
9,586533353245919
-0,5861749091027058
3,1282461183454586
0,41194335112782454
7,922699235578371
0,38976940884305833
-9,188251817279262
8,4793968583962
-1,4137088081651648
1,3154735803362687
5,931004315524666
9,273498994331668
-4,424901763709828
-6,251282090421566
2,1723644577445924
-9,470950948546156
0,4588801317360023
2,348767638891367
-4,030716266663519
-9,203863163345938
-9,977233401521374
-1,5148424057857177
4,196525944210201
0,4004210108995281
9,989582893020184
-3,758184480756248
0,7501060574935821
-7,393488061307563
4,458169196424901
7,88705039947256
-7,543457945187198
-2,036303480948474
0,5530444437006299
6,569764121375947
-9,256285769957271
-9,342808884700116
3,2949601917437814
-2,958561775707345
7,851268538336068
-4,453254362744577
1,7143225261207018
-9,012546319056531
-9,270295010148494
6,563391798707762
4,774465265081023
-5,229612739920755
3,195227110895061
2,5545100877601747
6,063316284716148
-2,4075560267186695
-2,181966056593163
-3,798362300932709
-1,8324176178163682
9,192060684032072
9,037763549828057
-1,1380592073447424
-8,32146320544033
1,4121529371600374
-3,0577706769019404
-4,616497985934249
-5,19372827849657
5,7615888867845975
8,067145273518474
6,201441706801603
8,524164044015045
-8,965123681845032
2,165270065509741
1,4380305621313223
0,47659166880136006
-6,201453669695356
0,8809560755806558
4,241425728125012
7,28129289430672
-8,542923392779123
8,309532134354537
-1,8852880590981762
-0,29318774081635013
-3,5054500998081934
-6,432440324347864
-8,555642261991618
-0,10991856411809842
-6,278345877185343
-8,629067157151994
-6,53658521889497
-9,331403724420653
2,1547882134638385
-9,503080451209119
5,772043446379843
-4,074232042363248
-0,8734926197899018
-9,987077737479716
-3,213877106983638
4,966909445134878
-8,816375091477596
5,578057644348856
-9,194677287359198
-5,665854516358911
5,9893779884596725
2,090446842158711
-4,401446273192418
0,9327199032743536
-2,4326755715872768
5,584041461165864
-3,593169372917111
-9,25685961325776
5,533126369012331
-0,7046871606470955
6,885468776642185
-0,6791870200611072
3,8456441498958522
5,851299420846608
-5,020081729636628
